Employee ID,Date,Checkin,CheckOut,BiometricCheckIn,BiometricCheckOut,GrossHours,IsHoliday,IsWeekend
PSA-145,07/12/2025,,,,,,0,1
PSA-145,08/12/2025,13:00.0,19:00.0,13:44.0,19:53.0,9.1,0,0
PSA-145,09/12/2025,32:00.0,35:00.0,32:55.0,38:47.0,10.05,0,0
PSA-145,10/12/2025,15:00.0,47:00.0,15:22.0,47:13.0,11.533333,0,0
PSA-145,11/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-145,12/12/2025,22:00.0,32:00.0,,,11.166666,0,0
PSA-145,13/12/2025,,,,,,0,1
PSA-145,14/12/2025,,,,,,0,1
PSA-145,15/12/2025,43:00.0,45:00.0,43:46.0,45:12.0,12.033333,0,0
PSA-145,16/12/2025,56:00.0,14:00.0,,,9.3,0,0
PSA-145,17/12/2025,24:00.0,45:00.0,24:41.0,45:33.0,11.35,0,0
PSA-145,18/12/2025,31:00.0,48:00.0,,,9.283333,0,0
PSA-145,19/12/2025,56:00.0,48:00.0,,,8.866666,0,0
PSA-145,20/12/2025,,,,,,0,1
PSA-145,21/12/2025,,,,,,0,1
PSA-145,22/12/2025,,,,,,0,0
PSA-145,23/12/2025,,,,,,0,0
PSA-145,24/12/2025,01:00.0,03:00.0,,,9.033333,0,0
PSA-145,25/12/2025,,,,,,1,0
PSA-145,26/12/2025,47:00.0,51:00.0,,,9.066666,0,0
PSA-145,27/12/2025,,,,,,0,1
PSA-145,28/12/2025,,,,,,0,1
PSA-145,29/12/2025,17:00.0,17:00.0,,,9,0,0
PSA-145,30/12/2025,02:00.0,04:00.0,,,9.033333,0,0
PSA-145,31/12/2025,58:00.0,05:00.0,,,9.116666,0,0
PSA-145,01/01/2026,,,,,,1,0
PSA-145,02/01/2026,00:00.0,00:00.0,,,9,0,0
PSA-145,03/01/2026,,,,,,0,1
PSA-145,04/01/2026,,,,,,0,1
PSA-145,05/01/2026,08:00.0,40:00.0,08:56.0,40:03.0,9.533333,0,0
PSA-145,06/01/2026,17:00.0,28:00.0,,,12.183333,0,0
PSA-145,07/01/2026,56:00.0,00:00.0,,,9.066666,0,0
PSA-145,08/01/2026,04:00.0,06:00.0,,,10.033333,0,0
PSA-145,09/01/2026,48:00.0,49:00.0,,,9.016666,0,0
PSA-145,10/01/2026,,,,,,0,1
PSA-145,11/01/2026,,,,,,0,1
PSA-145,12/01/2026,05:00.0,53:00.0,05:52.0,53:01.0,9.8,0,0
PSA-145,13/01/2026,05:00.0,25:00.0,05:02.0,25:02.0,10.333333,0,0
PSA-145,14/01/2026,05:00.0,21:00.0,,,9.266666,0,0
PSA-145,15/01/2026,00:00.0,00:00.0,,,9,0,0
PSA-145,16/01/2026,56:00.0,25:00.0,56:10.0,25:01.0,10.483333,0,0
PSA-145,17/01/2026,,,,,,0,1
PSA-145,18/01/2026,,,,,,0,1
PSA-145,19/01/2026,02:00.0,38:00.0,02:33.0,38:21.0,9.6,0,0
PSA-145,20/01/2026,09:00.0,21:00.0,09:13.0,21:30.0,9.2,0,0
PSA-145,21/01/2026,19:00.0,51:00.0,19:02.0,51:16.0,13.533333,0,0
PSA-145,22/01/2026,04:00.0,25:00.0,04:44.0,25:33.0,12.35,0,0
PSA-145,23/01/2026,05:00.0,56:00.0,05:09.0,56:26.0,9.85,0,0
PSA-145,24/01/2026,,,,,,0,1
PSA-145,25/01/2026,,,,,,0,1
PSA-145,26/01/2026,22:00.0,50:00.0,,,8.466666,1,0
PSA-145,27/01/2026,48:00.0,11:00.0,,,9.383333,0,0
PSA-145,28/01/2026,42:00.0,19:00.0,,,13.616666,0,0
PSA-145,29/01/2026,01:00.0,11:00.0,,,9.166666,0,0
PSA-145,30/01/2026,04:00.0,54:00.0,,,8.833333,0,0
PSA-145,31/01/2026,,,,,,0,1
PSA-145,01/02/2026,,,,,,0,1
PSA-145,02/02/2026,,,,,,0,0
PSA-145,03/02/2026,,,,,,0,0
PSA-145,04/02/2026,47:00.0,23:00.0,47:25.0,23:35.0,11.6,0,0
PSA-145,05/02/2026,58:00.0,19:00.0,58:10.0,19:13.0,11.35,0,0
PSA-145,06/02/2026,04:00.0,53:00.0,04:02.0,53:35.0,9.816666,0,0
PSA-145,07/02/2026,,,,,,0,1
PSA-145,08/02/2026,,,,,,0,1
PSA-145,09/02/2026,52:00.0,08:00.0,52:50.0,08:45.0,9.266666,0,0
PSA-145,10/02/2026,06:00.0,32:00.0,06:24.0,11:23.0,9.433333,0,0
PSA-145,11/02/2026,55:00.0,03:00.0,,,9.133333,0,0
PSA-145,12/02/2026,04:00.0,52:00.0,04:34.0,34:10.0,11.8,0,0
PSA-145,13/02/2026,01:00.0,02:00.0,,,9.016666,0,0
PSA-145,14/02/2026,,,,,,0,1
PSA-145,15/02/2026,,,,,,0,1
PSA-145,16/02/2026,04:00.0,55:00.0,04:07.0,55:08.0,8.85,0,0
PSA-145,17/02/2026,34:00.0,56:00.0,34:15.0,31:13.0,9.366666,0,0
PSA-145,18/02/2026,06:00.0,54:00.0,,,8.8,0,0
PSA-145,19/02/2026,00:00.0,21:00.0,29:19.0,21:10.0,9.35,0,0
PSA-145,20/02/2026,02:00.0,03:00.0,,,9.016666,0,0
PSA-145,21/02/2026,,,,,,0,1
PSA-145,22/02/2026,,,,,,0,1
PSA-145,23/02/2026,45:00.0,32:00.0,45:07.0,32:47.0,8.783333,0,0
PSA-145,24/02/2026,38:00.0,07:00.0,13:36.0,07:51.0,10.483333,0,0
PSA-145,25/02/2026,00:00.0,15:00.0,,,9.25,0,0
PSA-145,26/02/2026,54:00.0,57:00.0,54:46.0,57:49.0,8.05,0,0
PSA-145,27/02/2026,06:00.0,41:00.0,06:11.0,41:55.0,8.583333,0,0
PSA-145,28/02/2026,,,,,,0,1
PSA-145,01/03/2026,,,,,,0,1
PSA-145,02/03/2026,53:00.0,50:00.0,,,8.95,0,0
PSA-145,03/03/2026,58:00.0,50:00.0,,,8.866666,0,0
PSA-145,04/03/2026,,,,,,1,0
PSA-145,05/03/2026,02:00.0,02:00.0,02:26.0,02:18.0,10,0,0
PSA-145,06/03/2026,,,,,,0,0
PSA-145,07/03/2026,,,,,,0,1
PSA-145,08/03/2026,,,,,,0,1
PSA-145,09/03/2026,02:00.0,18:00.0,02:16.0,18:40.0,11.266666,0,0
PSA-145,10/03/2026,19:00.0,41:00.0,19:49.0,41:05.0,10.366666,0,0
PSA-145,11/03/2026,58:00.0,20:00.0,58:01.0,20:20.0,10.366666,0,0
PSA-145,12/03/2026,16:00.0,13:00.0,16:28.0,13:52.0,9.95,0,0
PSA-145,13/03/2026,53:00.0,03:00.0,53:40.0,03:40.0,8.166666,0,0
PSA-145,14/03/2026,,,,,,0,1
PSA-145,15/03/2026,,,,,,0,1
PSA-145,16/03/2026,56:00.0,10:00.0,,,9.233333,0,0
PSA-145,17/03/2026,21:00.0,07:00.0,21:45.0,07:30.0,9.766666,0,0
PSA-145,18/03/2026,01:00.0,33:00.0,01:02.0,33:47.0,9.533333,0,0
PSA-145,19/03/2026,04:00.0,04:00.0,,,9,0,0
PSA-145,20/03/2026,,,,,,1,0
PSA-145,21/03/2026,,,,,,0,1
PSA-145,22/03/2026,,,,,,0,1
PSA-145,23/03/2026,27:00.0,41:00.0,27:45.0,41:03.0,9.233333,0,0
PSA-145,24/03/2026,05:00.0,07:00.0,05:18.0,07:04.0,10.033333,0,0
PSA-145,25/03/2026,41:00.0,29:00.0,41:03.0,29:18.0,8.8,0,0
PSA-146,01/10/2025,,,,,,0,0
PSA-146,02/10/2025,,,,,,1,0
PSA-146,03/10/2025,,,,,,0,0
PSA-146,04/10/2025,,,,,,0,1
PSA-146,05/10/2025,,,,,,0,1
PSA-146,06/10/2025,12:00.0,35:00.0,12:47.0,35:23.0,9.383333,0,0
PSA-146,07/10/2025,50:00.0,14:00.0,,,10.4,0,0
PSA-146,08/10/2025,35:00.0,42:00.0,35:58.0,42:54.0,11.116666,0,0
PSA-146,09/10/2025,00:00.0,09:00.0,,,12.15,0,0
PSA-146,10/10/2025,55:00.0,55:00.0,,,9,0,0
PSA-146,11/10/2025,,,,,,0,1
PSA-146,12/10/2025,,,,,,0,1
PSA-146,13/10/2025,47:00.0,08:00.0,,,9.35,0,0
PSA-146,14/10/2025,45:00.0,10:00.0,,,11.416666,0,0
PSA-146,15/10/2025,48:00.0,01:00.0,,,12.216666,0,0
PSA-146,16/10/2025,55:00.0,00:00.0,,,11.083333,0,0
PSA-146,17/10/2025,50:00.0,37:00.0,,,10.783333,0,0
PSA-146,18/10/2025,,,,,,0,1
PSA-146,19/10/2025,,,,,,0,1
PSA-146,20/10/2025,,,,,,1,0
PSA-146,21/10/2025,50:00.0,01:00.0,,,11.183333,0,0
PSA-146,22/10/2025,50:00.0,41:00.0,,,10.85,0,0
PSA-146,23/10/2025,50:00.0,50:00.0,,,5,0,0
PSA-146,24/10/2025,50:00.0,37:00.0,,,10.783333,0,0
PSA-146,25/10/2025,,,,,,0,1
PSA-146,26/10/2025,,,,,,0,1
PSA-146,27/10/2025,18:00.0,02:00.0,18:05.0,02:12.0,10.733333,0,0
PSA-146,28/10/2025,51:00.0,35:00.0,,,9.733333,0,0
PSA-146,29/10/2025,24:00.0,27:00.0,24:38.0,27:43.0,9.05,0,0
PSA-146,30/10/2025,48:00.0,47:00.0,,,10.983333,0,0
PSA-146,31/10/2025,50:00.0,41:00.0,,,9.85,0,0
PSA-146,01/11/2025,,,,,,0,1
PSA-146,02/11/2025,,,,,,0,1
PSA-146,03/11/2025,13:00.0,13:00.0,13:59.0,13:56.0,10,0,0
PSA-146,04/11/2025,50:00.0,26:00.0,,,10.6,0,0
PSA-146,05/11/2025,,,,,,1,0
PSA-146,06/11/2025,54:00.0,33:00.0,,,11.65,0,0
PSA-146,07/11/2025,37:00.0,05:00.0,37:23.0,12:56.0,10.466666,0,0
PSA-146,08/11/2025,,,,,,0,1
PSA-146,09/11/2025,,,,,,0,1
PSA-146,10/11/2025,21:00.0,52:00.0,21:41.0,52:11.0,9.516666,0,0
PSA-146,11/11/2025,50:00.0,24:00.0,,,9.566666,0,0
PSA-146,12/11/2025,51:00.0,45:00.0,,,9.9,0,0
PSA-146,13/11/2025,45:00.0,33:00.0,,,10.8,0,0
PSA-146,14/11/2025,50:00.0,57:00.0,,,9.116666,0,0
PSA-146,15/11/2025,,,,,,0,1
PSA-146,16/11/2025,,,,,,0,1
PSA-146,17/11/2025,29:00.0,29:00.0,29:48.0,36:04.0,9,0,0
PSA-146,18/11/2025,45:00.0,51:00.0,,,11.1,0,0
PSA-146,19/11/2025,44:00.0,44:00.0,,,11,0,0
PSA-146,20/11/2025,49:00.0,56:00.0,,,11.116666,0,0
PSA-146,21/11/2025,42:00.0,47:00.0,,,9.083333,0,0
PSA-146,22/11/2025,,,,,,0,1
PSA-146,23/11/2025,,,,,,0,1
PSA-146,24/11/2025,,,,,,0,0
PSA-146,25/11/2025,,,,,,0,0
PSA-146,26/11/2025,,,,,,0,0
PSA-146,27/11/2025,,,,,,0,0
PSA-146,28/11/2025,,,,,,0,0
PSA-146,29/11/2025,,,,,,0,1
PSA-146,30/11/2025,,,,,,0,1
PSA-146,01/12/2025,,,,,,0,0
PSA-146,02/12/2025,48:00.0,53:00.0,,,9.083333,0,0
PSA-146,03/12/2025,13:00.0,25:00.0,13:15.0,25:51.0,9.2,0,0
PSA-146,04/12/2025,50:00.0,43:00.0,,,11.883333,0,0
PSA-146,05/12/2025,51:00.0,25:00.0,,,9.566666,0,0
PSA-146,06/12/2025,,,,,,0,1
PSA-146,07/12/2025,,,,,,0,1
PSA-146,08/12/2025,17:00.0,25:00.0,17:58.0,25:02.0,9.133333,0,0
PSA-146,09/12/2025,50:00.0,07:00.0,,,9.283333,0,0
PSA-146,10/12/2025,47:00.0,19:00.0,,,11.533333,0,0
PSA-146,11/12/2025,49:00.0,50:00.0,,,9.016666,0,0
PSA-146,12/12/2025,46:00.0,49:00.0,,,9.05,0,0
PSA-146,13/12/2025,,,,,,0,1
PSA-146,14/12/2025,,,,,,0,1
PSA-146,15/12/2025,50:00.0,11:00.0,,,9.35,0,0
PSA-146,16/12/2025,12:00.0,39:00.0,12:44.0,07:38.0,9.45,0,0
PSA-146,17/12/2025,24:00.0,25:00.0,24:34.0,08:11.0,9.016666,0,0
PSA-146,18/12/2025,45:00.0,58:00.0,,,9.216666,0,0
PSA-146,19/12/2025,,,,,,0,0
PSA-146,20/12/2025,,,,,,0,1
PSA-146,21/12/2025,,,,,,0,1
PSA-146,22/12/2025,16:00.0,22:00.0,16:48.0,11:39.0,9.1,0,0
PSA-146,23/12/2025,48:00.0,56:00.0,,,9.133333,0,0
PSA-146,24/12/2025,20:00.0,20:00.0,20:17.0,20:19.0,10,0,0
PSA-146,25/12/2025,,,,,,1,0
PSA-146,26/12/2025,58:00.0,35:00.0,58:10.0,35:14.0,9.616666,0,0
PSA-146,27/12/2025,,,,,,0,1
PSA-146,28/12/2025,,,,,,0,1
PSA-146,29/12/2025,16:00.0,59:00.0,16:42.0,08:11.0,13.716666,0,0
PSA-146,30/12/2025,15:00.0,30:00.0,15:57.0,07:43.0,9.25,0,0
PSA-146,31/12/2025,45:00.0,59:00.0,,,9.233333,0,0
PSA-146,01/01/2026,,,,,,1,0
PSA-146,02/01/2026,46:00.0,55:00.0,,,9.15,0,0
PSA-146,03/01/2026,,,,,,0,1
PSA-146,04/01/2026,,,,,,0,1
PSA-146,05/01/2026,,,,,,0,0
PSA-146,06/01/2026,14:00.0,15:00.0,14:53.0,05:40.0,9.016666,0,0
PSA-146,07/01/2026,41:00.0,45:00.0,,,9.066666,0,0
PSA-146,08/01/2026,26:00.0,28:00.0,26:54.0,22:39.0,9.033333,0,0
PSA-146,09/01/2026,10:00.0,13:00.0,10:05.0,13:44.0,10.05,0,0
PSA-146,10/01/2026,,,,,,0,1
PSA-146,11/01/2026,,,,,,0,1
PSA-146,12/01/2026,50:00.0,50:00.0,,,9,0,0
PSA-146,13/01/2026,45:00.0,52:00.0,,,9.116666,0,0
PSA-146,14/01/2026,44:00.0,46:00.0,,,9.033333,0,0
PSA-146,15/01/2026,45:00.0,48:00.0,,,9.05,0,0
PSA-146,16/01/2026,46:00.0,54:00.0,,,9.133333,0,0
PSA-146,17/01/2026,,,,,,0,1
PSA-146,18/01/2026,,,,,,0,1
PSA-146,19/01/2026,40:00.0,43:00.0,,,9.05,0,0
PSA-146,20/01/2026,45:00.0,50:00.0,,,9.083333,0,0
PSA-146,21/01/2026,31:00.0,08:00.0,,,10.616666,0,0
PSA-146,22/01/2026,43:00.0,38:00.0,,,10.916666,0,0
PSA-146,23/01/2026,37:00.0,26:00.0,,,11.816666,0,0
PSA-146,24/01/2026,23:00.0,59:00.0,,,8.6,0,1
PSA-146,25/01/2026,47:00.0,00:00.0,,,7.216666,0,1
PSA-146,26/01/2026,50:00.0,54:00.0,,,7.066666,1,0
PSA-146,27/01/2026,39:00.0,02:00.0,,,16.383333,0,0
PSA-146,28/01/2026,30:00.0,37:00.0,,,9.116666,0,0
PSA-146,29/01/2026,,,,,,0,0
PSA-146,30/01/2026,,,,,,0,0
PSA-146,31/01/2026,,,,,,0,1
PSA-146,01/02/2026,,,,,,0,1
PSA-146,02/02/2026,,,,,,0,0
PSA-146,03/02/2026,45:00.0,57:00.0,,,9.2,0,0
PSA-146,04/02/2026,26:00.0,47:00.0,26:30.0,47:38.0,10.35,0,0
PSA-146,05/02/2026,25:00.0,34:00.0,,,9.15,0,0
PSA-146,06/02/2026,32:00.0,24:00.0,32:14.0,24:50.0,10.866666,0,0
PSA-146,07/02/2026,,,,,,0,1
PSA-146,08/02/2026,,,,,,0,1
PSA-146,09/02/2026,42:00.0,44:00.0,,,9.033333,0,0
PSA-146,10/02/2026,00:00.0,23:00.0,00:37.0,02:02.0,1.383333,0,0
PSA-149,01/10/2025,,,,,,0,0
PSA-149,02/10/2025,,,,,,1,0
PSA-149,03/10/2025,,,,,,0,0
PSA-149,04/10/2025,,,,,,0,1
PSA-149,05/10/2025,,,,,,0,1
PSA-149,06/10/2025,19:00.0,37:00.0,19:26.0,37:30.0,10.3,0,0
PSA-149,07/10/2025,39:00.0,39:00.0,39:55.0,39:39.0,13,0,0
PSA-149,08/10/2025,33:00.0,12:00.0,33:46.0,12:00.0,10.65,0,0
PSA-149,09/10/2025,53:00.0,31:00.0,,,9.633333,0,0
PSA-149,10/10/2025,00:00.0,32:00.0,,,9.533333,0,0
PSA-149,11/10/2025,,,,,,0,1
PSA-149,12/10/2025,,,,,,0,1
PSA-149,13/10/2025,59:00.0,06:00.0,,,5.116666,0,0
PSA-149,14/10/2025,56:00.0,14:00.0,,,9.3,0,0
PSA-149,15/10/2025,59:00.0,00:00.0,,,9.016666,0,0
PSA-149,16/10/2025,13:00.0,14:00.0,,,9.016666,0,0
PSA-149,17/10/2025,57:00.0,00:00.0,,,9.05,0,0
PSA-149,18/10/2025,,,,,,0,1
PSA-149,19/10/2025,,,,,,0,1
PSA-149,20/10/2025,,,,,,1,0
PSA-149,21/10/2025,,,,,,0,0
PSA-149,22/10/2025,05:00.0,00:00.0,,,8.916666,0,0
PSA-149,23/10/2025,59:00.0,08:00.0,,,9.15,0,0
PSA-149,24/10/2025,59:00.0,11:00.0,,,11.2,0,0
PSA-149,25/10/2025,,,,,,0,1
PSA-149,26/10/2025,,,,,,0,1
PSA-149,27/10/2025,12:00.0,17:00.0,12:49.0,17:11.0,9.083333,0,0
PSA-149,28/10/2025,13:00.0,13:00.0,13:07.0,13:07.0,10,0,0
PSA-149,29/10/2025,13:00.0,40:00.0,13:49.0,40:51.0,9.45,0,0
PSA-149,30/10/2025,01:00.0,04:00.0,,,9.05,0,0
PSA-149,31/10/2025,00:00.0,32:00.0,,,9.533333,0,0
PSA-149,01/11/2025,,,,,,0,1
PSA-149,02/11/2025,,,,,,0,1
PSA-149,03/11/2025,58:00.0,27:00.0,,,11.483333,0,0
PSA-149,04/11/2025,50:00.0,09:00.0,,,11.316666,0,0
PSA-149,05/11/2025,,,,,,1,0
PSA-149,06/11/2025,06:00.0,11:00.0,06:49.0,11:51.0,10.083333,0,0
PSA-149,07/11/2025,04:00.0,25:00.0,04:41.0,25:43.0,10.35,0,0
PSA-149,08/11/2025,,,,,,0,1
PSA-149,09/11/2025,,,,,,0,1
PSA-149,10/11/2025,14:00.0,21:00.0,14:44.0,21:12.0,10.116666,0,0
PSA-149,11/11/2025,20:00.0,24:00.0,,,10.066666,0,0
PSA-149,12/11/2025,15:00.0,25:00.0,15:41.0,32:25.0,11.166666,0,0
PSA-149,13/11/2025,10:00.0,38:00.0,10:46.0,38:42.0,9.466666,0,0
PSA-149,14/11/2025,59:00.0,12:00.0,,,10.216666,0,0
PSA-149,15/11/2025,,,,,,0,1
PSA-149,16/11/2025,,,,,,0,1
PSA-149,17/11/2025,32:00.0,14:00.0,32:26.0,15:15.0,11.7,0,0
PSA-149,18/11/2025,25:00.0,42:00.0,25:30.0,42:44.0,11.283333,0,0
PSA-149,19/11/2025,21:00.0,43:00.0,21:35.0,43:17.0,11.366666,0,0
PSA-149,20/11/2025,17:00.0,16:00.0,,,9.983333,0,0
PSA-149,21/11/2025,54:00.0,09:00.0,,,9.25,0,0
PSA-149,22/11/2025,,,,,,0,1
PSA-149,23/11/2025,,,,,,0,1
PSA-149,24/11/2025,24:00.0,15:00.0,24:13.0,15:45.0,8.85,0,0
PSA-149,25/11/2025,53:00.0,06:00.0,53:41.0,06:53.0,11.216666,0,0
PSA-149,26/11/2025,59:00.0,16:00.0,59:44.0,16:13.0,10.283333,0,0
PSA-149,27/11/2025,27:00.0,35:00.0,27:11.0,35:45.0,12.133333,0,0
PSA-149,28/11/2025,15:00.0,33:00.0,23:47.0,33:43.0,9.3,0,0
PSA-149,29/11/2025,,,,,,0,1
PSA-149,30/11/2025,,,,,,0,1
PSA-149,01/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-149,02/12/2025,00:00.0,26:00.0,,,9.433333,0,0
PSA-149,03/12/2025,00:00.0,27:00.0,,,9.45,0,0
PSA-149,04/12/2025,00:00.0,28:00.0,,,9.466666,0,0
PSA-149,05/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-149,06/12/2025,,,,,,0,1
PSA-149,07/12/2025,,,,,,0,1
PSA-149,08/12/2025,00:00.0,30:00.0,,,10.5,0,0
PSA-149,09/12/2025,00:00.0,00:00.0,,,12,0,0
PSA-149,10/12/2025,00:00.0,00:00.0,,,10,0,0
PSA-149,11/12/2025,00:00.0,34:00.0,,,10.566666,0,0
PSA-149,12/12/2025,00:00.0,34:00.0,,,10.566666,0,0
PSA-149,13/12/2025,49:00.0,,,,,0,1
PSA-149,14/12/2025,,,,,,0,1
PSA-149,15/12/2025,00:00.0,30:00.0,,,10.5,0,0
PSA-149,16/12/2025,00:00.0,30:00.0,,,9.5,0,0
PSA-149,17/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-149,18/12/2025,00:00.0,00:00.0,,,10,0,0
PSA-149,19/12/2025,00:00.0,13:00.0,,,10.216666,0,0
PSA-149,20/12/2025,,,,,,0,1
PSA-149,21/12/2025,,,,,,0,1
PSA-149,22/12/2025,57:00.0,00:00.0,,,12.05,0,0
PSA-149,23/12/2025,00:00.0,00:00.0,,,10,0,0
PSA-149,24/12/2025,00:00.0,00:00.0,,,10,0,0
PSA-149,25/12/2025,,,,,,1,0
PSA-149,26/12/2025,,,,,,0,0
PSA-149,27/12/2025,,,,,,0,1
PSA-149,28/12/2025,,,,,,0,1
PSA-149,29/12/2025,,,,,,0,0
PSA-149,30/12/2025,,,,,,0,0
PSA-149,31/12/2025,,,,,,0,0
PSA-149,01/01/2026,,,,,,1,0
PSA-149,02/01/2026,,,,,,0,0
PSA-149,03/01/2026,,,,,,0,1
PSA-149,04/01/2026,,,,,,0,1
PSA-149,05/01/2026,30:00.0,00:00.0,30:57.0,00:09.0,10.5,0,0
PSA-149,06/01/2026,,,,,,0,0
PSA-149,07/01/2026,,,,,,0,0
PSA-149,08/01/2026,00:00.0,58:00.0,,,10.966666,0,0
PSA-149,09/01/2026,,,,,,0,0
PSA-149,10/01/2026,,,,,,0,1
PSA-149,11/01/2026,,,,,,0,1
PSA-149,12/01/2026,27:00.0,02:00.0,27:05.0,02:05.0,9.583333,0,0
PSA-149,13/01/2026,25:00.0,39:00.0,25:37.0,39:00.0,11.233333,0,0
PSA-149,14/01/2026,31:00.0,38:00.0,31:42.0,38:12.0,10.116666,0,0
PSA-149,15/01/2026,02:00.0,08:00.0,,,11.1,0,0
PSA-149,16/01/2026,22:00.0,10:00.0,22:52.0,10:18.0,11.8,0,0
PSA-149,17/01/2026,,,,,,0,1
PSA-149,18/01/2026,,,,,,0,1
PSA-149,19/01/2026,50:00.0,00:00.0,50:46.0,00:15.0,10.166666,0,0
PSA-149,20/01/2026,41:00.0,20:00.0,41:00.0,20:04.0,9.65,0,0
PSA-149,21/01/2026,19:00.0,04:00.0,19:41.0,04:07.0,12.75,0,0
PSA-149,22/01/2026,05:00.0,30:00.0,05:20.0,30:48.0,9.416666,0,0
PSA-149,23/01/2026,57:00.0,30:00.0,,,14.55,0,0
PSA-149,24/01/2026,,,,,,0,1
PSA-149,25/01/2026,,,,,,0,1
PSA-149,26/01/2026,,,,,,1,0
PSA-149,27/01/2026,,,,,,0,0
PSA-149,28/01/2026,37:00.0,16:00.0,37:12.0,16:57.0,8.65,0,0
PSA-149,29/01/2026,59:00.0,01:00.0,,,9.033333,0,0
PSA-149,30/01/2026,27:00.0,09:00.0,27:59.0,09:42.0,8.7,0,0
PSA-149,31/01/2026,,,,,,0,1
PSA-149,01/02/2026,,,,,,0,1
PSA-149,02/02/2026,41:00.0,09:00.0,41:41.0,09:18.0,8.466666,0,0
PSA-149,03/02/2026,19:00.0,57:00.0,19:31.0,57:13.0,8.633333,0,0
PSA-149,04/02/2026,00:00.0,30:00.0,28:43.0,24:51.0,9.5,0,0
PSA-149,05/02/2026,25:00.0,00:00.0,,,9.583333,0,0
PSA-149,06/02/2026,56:00.0,00:00.0,,,9.066666,0,0
PSA-149,07/02/2026,,,,,,0,1
PSA-149,08/02/2026,,,,,,0,1
PSA-149,09/02/2026,37:00.0,11:00.0,37:46.0,11:59.0,8.566666,0,0
PSA-149,10/02/2026,20:00.0,04:00.0,20:41.0,04:37.0,9.733333,0,0
PSA-149,11/02/2026,17:00.0,18:00.0,17:00.0,18:41.0,9.016666,0,0
PSA-149,12/02/2026,00:00.0,08:00.0,,,9.133333,0,0
PSA-149,13/02/2026,57:00.0,09:00.0,,,9.2,0,0
PSA-149,14/02/2026,,,,,,0,1
PSA-149,15/02/2026,,,,,,0,1
PSA-149,16/02/2026,26:00.0,37:00.0,26:32.0,37:19.0,9.183333,0,0
PSA-149,17/02/2026,10:00.0,11:00.0,10:12.0,11:46.0,9.016666,0,0
PSA-149,18/02/2026,22:00.0,07:00.0,22:58.0,07:35.0,8.75,0,0
PSA-149,19/02/2026,01:00.0,08:00.0,01:13.0,08:13.0,9.116666,0,0
PSA-149,20/02/2026,15:00.0,44:00.0,,,9.483333,0,0
PSA-149,21/02/2026,,,,,,0,1
PSA-149,22/02/2026,,,,,,0,1
PSA-149,23/02/2026,19:00.0,45:00.0,19:42.0,45:17.0,9.433333,0,0
PSA-149,24/02/2026,32:00.0,36:00.0,32:07.0,36:29.0,9.066666,0,0
PSA-149,25/02/2026,33:00.0,06:00.0,33:17.0,06:51.0,10.55,0,0
PSA-149,26/02/2026,30:00.0,05:00.0,,,9.583333,0,0
PSA-149,27/02/2026,01:00.0,00:00.0,,,9.983333,0,0
PSA-149,28/02/2026,,,,,,0,1
PSA-149,01/03/2026,,,,,,0,1
PSA-149,02/03/2026,,,,,,0,0
PSA-149,03/03/2026,,,,,,0,0
PSA-149,04/03/2026,,,,,,1,0
PSA-149,05/03/2026,,,,,,0,0
PSA-149,06/03/2026,07:00.0,42:00.0,,,9.583333,0,0
PSA-149,07/03/2026,,,,,,0,1
PSA-149,08/03/2026,,,,,,0,1
PSA-149,09/03/2026,12:00.0,31:00.0,12:17.0,31:06.0,9.316666,0,0
PSA-149,10/03/2026,28:00.0,43:00.0,28:03.0,43:27.0,9.25,0,0
PSA-149,11/03/2026,44:00.0,28:00.0,44:31.0,28:48.0,8.733333,0,0
PSA-149,12/03/2026,04:00.0,36:00.0,,,9.533333,0,0
PSA-149,13/03/2026,28:00.0,37:00.0,28:55.0,37:15.0,11.15,0,0
PSA-149,14/03/2026,,,,,,0,1
PSA-149,15/03/2026,,,,,,0,1
PSA-149,16/03/2026,28:00.0,03:00.0,28:10.0,03:00.0,10.583333,0,0
PSA-149,17/03/2026,28:00.0,11:00.0,28:28.0,11:00.0,9.716666,0,0
PSA-149,18/03/2026,29:00.0,15:00.0,29:46.0,15:43.0,8.766666,0,0
PSA-149,19/03/2026,23:00.0,41:00.0,,,9.3,0,0
PSA-149,20/03/2026,,,,,,1,0
PSA-149,21/03/2026,,,,,,0,1
PSA-149,22/03/2026,,,,,,0,1
PSA-149,23/03/2026,42:00.0,16:00.0,42:21.0,16:08.0,8.566666,0,0
PSA-149,24/03/2026,10:00.0,03:00.0,10:51.0,11:52.0,10.883333,0,0
PSA-149,25/03/2026,55:00.0,,,,,0,0
PSA-152,01/10/2025,57:00.0,59:00.0,,,9.033333,0,0
PSA-152,02/10/2025,,,,,,1,0
PSA-152,03/10/2025,,,,,,0,0
PSA-152,04/10/2025,,,,,,0,1
PSA-152,05/10/2025,,,,,,0,1
PSA-152,06/10/2025,,,,,,0,0
PSA-152,07/10/2025,,,,,,0,0
PSA-152,08/10/2025,15:00.0,03:00.0,15:19.0,03:39.0,10.8,0,0
